772,Adulte,,,,,,
6219,"Alimentation, boissons et tabac",Aliments,Fruits confits et fruits enrobés de chocolat,,,,
430,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,,,,
5794,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Compotes de fruits,,,
5799,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits en conserve et en bocaux,,,
5795,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,,,
503759,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Agrumes,,
6636,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Agrumes,Citrons,
6642,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Agrumes,Citrons verts,
6632,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Agrumes,Kumquats,
6641,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Agrumes,Limequats,
6658,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Agrumes,Oranges,
6621,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Agrumes,Pamplemousses,
6697,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Agrumes,Tangelos,
6670,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Ananas,,
6813,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Arbouse,,
6571,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Atemoyas,,
6572,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Avocats,,
6573,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Babacos,,
6582,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Baies,,
6574,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Bananes,,
6594,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Caramboles,,
6602,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Chérimoles,,
6679,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Coings,,
6691,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Corossols,,
6812,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Dattes,,
6614,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Feijoas,,
6810,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Figues,,
6593,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Figues de Barbarie,,
6589,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Fruits de l'arbre à pain,,
6667,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Fruits de la passion,,
503760,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Fruits à noyaux,,
6567,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Fruits à noyaux,Abricots,
6601,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Fruits à noyaux,Cerises,
6646,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Fruits à noyaux,Mangues,
6675,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Fruits à noyaux,Pluots,
6674,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Fruits à noyaux,Prunes,
505301,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Fruits à noyaux,Pêches et nectarines,
6625,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Goyaves,,
6673,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Grenades,,
6624,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Homlis,,
6672,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Kakis,,
6633,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Kiwis,,
6638,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Litchis,,
6640,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Longanes,,
6645,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Mangoustans,,
6649,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Melons,,
499906,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Mélanges de fruits,,
6809,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Noix de coco,,
6639,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Nèfles du Japon,,
6661,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Papayes,,
6671,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Physalis,,
6676,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Pitayas,,
6665,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Poires,,
6566,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Pommes,,
6814,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Pommes cannelle,,
6626,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Raisins,,
6678,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Ramboutans,,
6687,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Sapotes,,
6647,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Sapotes mamey,,
6688,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Sapotilles,,
6698,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits frais et surgelés,Tamarins,,
1755,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Fruits secs,,,
5797,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Haricots en conserve,,,
5796,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Haricots secs,,,
5798,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes en conserve,,,
5793,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,,,
6620,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Ail,,
6716,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Arracachas,,
6570,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Artichauts,,
6568,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Asperges,,
6613,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Aubergines,,
6580,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Betteraves,,
6587,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Bourrache,,
6591,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Brocoli,,
6617,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Brocoli chinois,,
6816,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Bulbes de fenouil,,
6694,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Canne à sucre,,
6596,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Cardon,,
6595,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Carottes,,
6653,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Champignons,,
6592,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Chou,,
6600,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Chou-fleur,,
6628,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Chou-rave,,
6590,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Choux de Bruxelles,,
6701,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Châtaignes d'eau,,
6608,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Concombres,,
505354,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Courges et gourdes,,
6700,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Cresson de fontaine,,
6615,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Crosse de fougère,,
6599,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Céleri,,
6808,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Feuilles de cactus,,
503761,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Germes de légumes,,
6657,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Gombo,,
6577,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Haricots,,
7193,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Herbe de blé,,
8515,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Ignames,,
6622,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Légumes-feuilles,,
6597,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Légumes-feuilles,Blette,
6584,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Légumes-feuilles,Bok Choy,
6717,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Légumes-feuilles,Chicorée,
6629,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Légumes-feuilles,Chou frisé,
6610,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Légumes-feuilles,Choy Sum,
6581,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Légumes-feuilles,Fanes de betteraves,
6637,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Légumes-feuilles,Laitue,
6656,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Légumes-feuilles,Liseron d'eau,
6569,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Légumes-feuilles,Roquette,
5792,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Légumes-feuilles,Salades composées,
6706,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Légumes-feuilles,Yu Choy,
6695,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Légumes-feuilles,Épinards,
6643,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Malangas,,
6609,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Maïs,,
6616,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Moutarde brune,,
499905,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Mélanges de légumes,,
6655,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Oignons,,
6663,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Panais,,
6585,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Patates douces,,
6668,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Piments,,
6627,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Poireaux,,
6669,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Pois,,
6630,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Pois patates,,
6586,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Pommes de terre,,
6618,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Racines de bardane,,
6598,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Racines de céleri,,
6619,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Racines de gingembre,,
6644,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Racines de lotus,,
6664,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Racines de persil,,
6631,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Racines de raifort,,
6704,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Racines de taro,,
6705,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Racines de yucca,,
6682,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Radis,,
505329,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Raves et rutabagas,,
6681,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Rhubarbe,,
6692,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Tamarillos,,
6703,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Tomates,,
6693,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Topinambours,,
6818,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes frais et surgelés,Échalotes,,
7387,"Alimentation, boissons et tabac",Aliments,Fruits et légumes,Légumes séchés,,,
5788,"Alimentation, boissons et tabac",Aliments,Glaces et desserts glacés,,,,
5789,"Alimentation, boissons et tabac",Aliments,Glaces et desserts glacés,Bâtonnets glacés,,,
6873,"Alimentation, boissons et tabac",Aliments,Glaces et desserts glacés,Desserts glacés,,,
499991,"Alimentation, boissons et tabac",Aliments,Glaces et desserts glacés,Glaces et yaourt glacé,,,
431,"Alimentation, boissons et tabac",Aliments,"Graines, riz et céréales",,,,
4683,"Alimentation, boissons et tabac",Aliments,"Graines, riz et céréales",Amarante,,,
4688,"Alimentation, boissons et tabac",Aliments,"Graines, riz et céréales",Blé,,,
7196,"Alimentation, boissons et tabac",Aliments,"Graines, riz et céréales",Couscous,,,
4689,"Alimentation, boissons et tabac",Aliments,"Graines, riz et céréales",Céréales et muesli,,,
4690,"Alimentation, boissons et tabac",Aliments,"Graines, riz et céréales","Flocons d'avoine, gruau et farine d'avoine",,,
4686,"Alimentation, boissons et tabac",Aliments,"Graines, riz et céréales",Millet,,,
4687,"Alimentation, boissons et tabac",Aliments,"Graines, riz et céréales",Orge,,,
6259,"Alimentation, boissons et tabac",Aliments,"Graines, riz et céréales",Quinoa,,,
4682,"Alimentation, boissons et tabac",Aliments,"Graines, riz et céréales",Riz,,,
4684,"Alimentation, boissons et tabac",Aliments,"Graines, riz et céréales",Sarrasin,,,
7374,"Alimentation, boissons et tabac",Aliments,"Graines, riz et céréales",Seigle,,,
2660,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,,,,
5775,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Arômes et extraits alimentaires,,,
5774,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Bicarbonate de soude,,,
5773,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Chapelure,,,
5776,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Chocolat à pâtisserie,,,
7127,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Colorants alimentaires,,,
6775,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Décorations comestibles pour pâtisseries,,,
2775,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Farine,,,
8076,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Farine intégrale,,,
7354,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Ferments,,,
5771,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Fécule,,,
5800,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Garnitures pour tartes et pâtisseries,,,
5769,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Glaçage,,,
5765,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Graisse alimentaire,,,
5768,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Gélatine nature,,,
2126,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Huiles de cuisson,,,
499986,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Jus de citron et de citron vert,,,
7506,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Kits de décoration de gâteaux,,,
500093,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Lait en poudre et lait concentré,,,
2905,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Levure,,,
2803,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Levure chimique,,,
5767,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Marshmallows,,,
5766,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Mélasse,,,
2572,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Prémélanges de produits de boulangerie,,,
5778,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Préparations pour gaufres et crêpes,,,
6774,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Préparations pour pâtes et glaçages,,,
6922,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Purée de tomates,,,
5752,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Pâte,,,
5756,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Pâte,Pâte à biscuits et pâte à brownies,,
5755,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Pâte,Pâte à pain et à pâtisserie,,
5753,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Pâte,Pâtes à tarte,,
4613,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Pâtes et sauces à base de haricots,,,
6754,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Pépites,,,
5770,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Sirop de maïs,,,
543549,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Substituts d'œufs,,,
503734,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Sucre et édulcorants,,,
5105,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Sucre pour barbe à papa,,,
499707,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Tapioca,,,
5777,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Vin de cuisine,,,
2140,"Alimentation, boissons et tabac",Aliments,Ingrédients pour la cuisine et la pâtisserie,Vinaigre,,,
433,"Alimentation, boissons et tabac",Aliments,Noix et graines,,,,
136,"Alimentation, boissons et tabac",Aliments,Paniers cadeaux gourmands,,,,
5814,"Alimentation, boissons et tabac",Aliments,Plats cuisinés,,,,
499989,"Alimentation, boissons et tabac",Aliments,Plats cuisinés,Hors-d'œuvre et accompagnements préparés,,,
499988,"Alimentation, boissons et tabac",Aliments,Plats cuisinés,Plats principaux et plats préparés,,,
428,"Alimentation, boissons et tabac",Aliments,Produits laitiers,,,,
5827,"Alimentation, boissons et tabac",Aliments,Produits laitiers,Beurre et margarine,,,
5786,"Alimentation, boissons et tabac",Aliments,Produits laitiers,Crème,,,
6821,"Alimentation, boissons et tabac",Aliments,Produits laitiers,Crème Chantilly,,,
5787,"Alimentation, boissons et tabac",Aliments,Produits laitiers,Crème aigre,,,
4418,"Alimentation, boissons et tabac",Aliments,Produits laitiers,Dosettes de lait,,,
429,"Alimentation, boissons et tabac",Aliments,Produits laitiers,Fromage,,,
1855,"Alimentation, boissons et tabac",Aliments,Produits laitiers,Fromage blanc,,,
1954,"Alimentation, boissons et tabac",Aliments,Produits laitiers,Yogourt,,,
423,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,,,,
5747,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Barres de céréales,,,
543651,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Barres de céréales,Barres aux céréales,,
543652,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Barres de céréales,Barres granola,,
1445,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Biscuits apéritifs,,,
3446,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Bretzels,,,
7427,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Bâtonnets de sésame,,,
2392,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Chips,,,
6194,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Couennes de porc,,,
5746,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Croûtons,,,
6192,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Feuilletés au fromage,,,
5744,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Fruits à grignoter,,,
2432,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Galettes de riz soufflé,,,
6847,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Garnitures pour salades,,,
7159,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Gressins,,,
7327,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Gâteaux de riz gluant,,,
6785,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Gâteaux à grignoter,,,
5745,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Mélanges pour apéritif,,,
1534,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Pop-corn,,,
5743,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Puddings et gelées,,,
3284,"Alimentation, boissons et tabac",Aliments,Produits à grignoter,Viande séchée,,,
434,"Alimentation, boissons et tabac",Aliments,Pâtes et nouilles,,,,
427,"Alimentation, boissons et tabac",Aliments,Sauces et condiments,,,,
1969,"Alimentation, boissons et tabac",Aliments,Sauces et condiments,Assaisonnements pour salades,,,
